Face ID: 0
ray Id:2,Intensity = 0.000000
ray Id:3,Intensity = 0.000000
ray Id:4,Intensity = 0.000000
ray Id:5,Intensity = 0.000000
ray Id:6,Intensity = 0.000000
ray Id:7,Intensity = 0.000000
ray Id:8,Intensity = 0.000000
ray Id:9,Intensity = 0.000000
ray Id:10,Intensity = 0.000000
ray Id:11,Intensity = 0.000000
ray Id:12,Intensity = 0.000000
ray Id:13,Intensity = 0.000000
ray Id:14,Intensity = 0.000000
ray Id:15,Intensity = 0.000000
ray Id:16,Intensity = 0.000000
ray Id:17,Intensity = 0.000000
ray Id:18,Intensity = 0.000000
ray Id:19,Intensity = 0.000000
ray Id:20,Intensity = 0.000000
ray Id:21,Intensity = 0.000000
ray Id:22,Intensity = 0.000000
ray Id:23,Intensity = 0.000000
ray Id:24,Intensity = 0.000000
ray Id:25,Intensity = 0.000000
ray Id:26,Intensity = 0.000000
ray Id:27,Intensity = 0.000000
ray Id:28,Intensity = 0.000000
ray Id:29,Intensity = 0.000000
ray Id:30,Intensity = 0.000000
ray Id:31,Intensity = 0.000000
ray Id:32,Intensity = 0.000000
ray Id:33,Intensity = 0.000000
ray Id:34,Intensity = 0.000000
ray Id:35,Intensity = 0.000000
ray Id:36,Intensity = 0.000000
ray Id:37,Intensity = 0.000000
ray Id:38,Intensity = 0.000000
ray Id:39,Intensity = 0.000000
ray Id:40,Intensity = 0.000000
ray Id:41,Intensity = 0.000000
ray Id:42,Intensity = 0.000000
ray Id:43,Intensity = 0.000000
ray Id:44,Intensity = 0.000000
ray Id:45,Intensity = 0.000000
ray Id:46,Intensity = 0.000000
ray Id:47,Intensity = 0.000000
ray Id:48,Intensity = 0.000000
ray Id:49,Intensity = 0.000000
ray Id:50,Intensity = 0.000000
ray Id:51,Intensity = 0.000000
ray Id:52,Intensity = 0.000000
ray Id:53,Intensity = 0.000000
ray Id:54,Intensity = 0.000000
ray Id:55,Intensity = 0.000000
ray Id:56,Intensity = 0.000000
ray Id:57,Intensity = 0.000000
ray Id:58,Intensity = 0.000000
ray Id:59,Intensity = 0.000000
ray Id:60,Intensity = 0.000000
ray Id:61,Intensity = 0.000000
ray Id:62,Intensity = 0.000000
ray Id:63,Intensity = 0.000000

Face ID: 76
ray Id:0,Intensity = 0.000000
ray Id:1,Intensity = 0.000000
ray Id:2,Intensity = 0.000000
ray Id:3,Intensity = 0.000000
ray Id:4,Intensity = 0.000000
ray Id:5,Intensity = 0.000000
ray Id:6,Intensity = 0.000000
ray Id:7,Intensity = 0.000000
ray Id:8,Intensity = 0.000000
ray Id:9,Intensity = 0.000000
ray Id:10,Intensity = 0.000000
ray Id:11,Intensity = 0.000000
ray Id:12,Intensity = 0.000000
ray Id:13,Intensity = 0.000000
ray Id:14,Intensity = 0.000000
ray Id:15,Intensity = 0.000000
ray Id:16,Intensity = 0.000000
ray Id:17,Intensity = 0.000000
ray Id:18,Intensity = 0.000000
ray Id:19,Intensity = 0.000000
ray Id:20,Intensity = 0.000000
ray Id:21,Intensity = 0.000000
ray Id:22,Intensity = 0.000000
ray Id:23,Intensity = 0.000000
ray Id:24,Intensity = 0.000000
ray Id:25,Intensity = 0.000000
ray Id:26,Intensity = 0.000000
ray Id:27,Intensity = 0.000000
ray Id:28,Intensity = 0.000000
ray Id:29,Intensity = 0.000000
ray Id:30,Intensity = 0.000000
ray Id:31,Intensity = 0.000000
ray Id:32,Intensity = 0.000000
ray Id:33,Intensity = 0.000000
ray Id:34,Intensity = 0.000000
ray Id:35,Intensity = 0.000000
ray Id:36,Intensity = 0.000000
ray Id:37,Intensity = 0.000000
ray Id:38,Intensity = 0.000000
ray Id:39,Intensity = 0.000000
ray Id:40,Intensity = 0.000000
ray Id:41,Intensity = 0.000000
ray Id:42,Intensity = 0.000000
ray Id:43,Intensity = 0.000000
ray Id:44,Intensity = 0.000000
ray Id:45,Intensity = 0.000000
ray Id:46,Intensity = 0.000000
ray Id:47,Intensity = 0.000000
ray Id:48,Intensity = 0.000000
ray Id:49,Intensity = 0.000000
ray Id:50,Intensity = 0.000000
ray Id:51,Intensity = 0.000000
ray Id:52,Intensity = 0.000000
ray Id:53,Intensity = 0.000000
ray Id:54,Intensity = 0.000000
ray Id:55,Intensity = 0.000000
ray Id:56,Intensity = 0.000000
ray Id:57,Intensity = 0.000000
ray Id:58,Intensity = 0.000000
ray Id:59,Intensity = 0.000000
ray Id:60,Intensity = 0.000000
ray Id:61,Intensity = 0.000000
ray Id:62,Intensity = 0.000000
ray Id:63,Intensity = 0.000000

Face ID: 77
ray Id:0,Intensity = 0.000000
ray Id:1,Intensity = 0.000000
ray Id:2,Intensity = 0.000000
ray Id:3,Intensity = 0.000000
ray Id:4,Intensity = 0.000000
ray Id:5,Intensity = 0.000000
ray Id:6,Intensity = 0.000000
ray Id:7,Intensity = 0.000000
ray Id:8,Intensity = 0.000000
ray Id:9,Intensity = 0.000000
ray Id:10,Intensity = 0.000000
ray Id:11,Intensity = 0.000000
ray Id:12,Intensity = 0.000000
ray Id:13,Intensity = 0.000000
ray Id:14,Intensity = 0.000000
ray Id:15,Intensity = 0.000000
ray Id:16,Intensity = 0.000000
ray Id:17,Intensity = 0.000000
ray Id:18,Intensity = 0.000000
ray Id:19,Intensity = 0.000000
ray Id:20,Intensity = 0.000000
ray Id:21,Intensity = 0.000000
ray Id:22,Intensity = 0.000000
ray Id:23,Intensity = 0.000000
ray Id:24,Intensity = 0.000000
ray Id:25,Intensity = 0.000000
ray Id:26,Intensity = 0.000000
ray Id:27,Intensity = 0.000000
ray Id:28,Intensity = 0.000000
ray Id:29,Intensity = 0.000000
ray Id:30,Intensity = 0.000000
ray Id:31,Intensity = 0.000000
ray Id:32,Intensity = 0.000000
ray Id:33,Intensity = 0.000000
ray Id:34,Intensity = 0.000000
ray Id:35,Intensity = 0.000000
ray Id:36,Intensity = 0.000000
ray Id:37,Intensity = 0.000000
ray Id:38,Intensity = 0.000000
ray Id:39,Intensity = 0.000000
ray Id:40,Intensity = 0.000000
ray Id:41,Intensity = 0.000000
ray Id:42,Intensity = 0.000000
ray Id:43,Intensity = 0.000000
ray Id:44,Intensity = 0.000000
ray Id:45,Intensity = 0.000000
ray Id:46,Intensity = 0.000000
ray Id:47,Intensity = 0.000000
ray Id:48,Intensity = 0.000000
ray Id:49,Intensity = 0.000000
ray Id:50,Intensity = 0.000000
ray Id:51,Intensity = 0.000000
ray Id:52,Intensity = 0.000000
ray Id:53,Intensity = 0.000000
ray Id:54,Intensity = 0.000000
ray Id:55,Intensity = 0.000000
ray Id:56,Intensity = 0.000000
ray Id:57,Intensity = 0.000000
ray Id:58,Intensity = 0.000000
ray Id:59,Intensity = 0.000000
ray Id:60,Intensity = 0.000000
ray Id:61,Intensity = 0.000000
ray Id:62,Intensity = 0.000000
ray Id:63,Intensity = 0.000000

Face ID: 87
ray Id:0,Intensity = 0.000000
ray Id:1,Intensity = 0.000000
ray Id:2,Intensity = 0.000000
ray Id:3,Intensity = 0.000000
ray Id:4,Intensity = 0.000000
ray Id:5,Intensity = 0.000000
ray Id:6,Intensity = 0.000000
ray Id:7,Intensity = 0.000000
ray Id:8,Intensity = 0.000000
ray Id:9,Intensity = 0.000000
ray Id:10,Intensity = 0.000000
ray Id:11,Intensity = 0.000000
ray Id:12,Intensity = 0.000000
ray Id:13,Intensity = 0.000000
ray Id:14,Intensity = 0.000000
ray Id:15,Intensity = 0.000000
ray Id:16,Intensity = 0.000000
ray Id:17,Intensity = 0.000000
ray Id:18,Intensity = 0.000000
ray Id:19,Intensity = 0.000000
ray Id:20,Intensity = 0.000000
ray Id:21,Intensity = 0.000000
ray Id:22,Intensity = 0.000000
ray Id:23,Intensity = 0.000000
ray Id:24,Intensity = 0.000000
ray Id:25,Intensity = 0.000000
ray Id:26,Intensity = 0.000000
ray Id:27,Intensity = 0.000000
ray Id:28,Intensity = 0.000000
ray Id:29,Intensity = 0.000000
ray Id:30,Intensity = 0.000000
ray Id:31,Intensity = 0.000000
ray Id:32,Intensity = 0.000000
ray Id:33,Intensity = 0.000000
ray Id:34,Intensity = 0.000000
ray Id:35,Intensity = 0.000000
ray Id:36,Intensity = 0.000000
ray Id:37,Intensity = 0.000000
ray Id:38,Intensity = 0.000000
ray Id:39,Intensity = 0.000000
ray Id:40,Intensity = 0.000000
ray Id:41,Intensity = 0.000000
ray Id:42,Intensity = 0.000000
ray Id:43,Intensity = 0.000000
ray Id:44,Intensity = 0.000000
ray Id:45,Intensity = 0.000000
ray Id:46,Intensity = 0.000000
ray Id:47,Intensity = 0.000000
ray Id:48,Intensity = 0.000000
ray Id:49,Intensity = 0.000000
ray Id:50,Intensity = 0.000000
ray Id:51,Intensity = 0.000000
ray Id:52,Intensity = 0.000000
ray Id:53,Intensity = 0.000000
ray Id:54,Intensity = 0.000000
ray Id:55,Intensity = 0.000000
ray Id:56,Intensity = 0.000000
ray Id:57,Intensity = 0.000000
ray Id:58,Intensity = 0.000000
ray Id:59,Intensity = 0.000000
ray Id:60,Intensity = 0.000000
ray Id:61,Intensity = 0.000000
ray Id:62,Intensity = 0.000000
ray Id:63,Intensity = 0.000000

Face ID: 88
ray Id:0,Intensity = 0.000000
ray Id:1,Intensity = 0.000000
ray Id:2,Intensity = 0.000000
ray Id:3,Intensity = 0.000000
ray Id:4,Intensity = 0.000000
ray Id:5,Intensity = 0.000000
ray Id:6,Intensity = 0.000000
ray Id:7,Intensity = 0.000000
ray Id:8,Intensity = 0.000000
ray Id:9,Intensity = 0.000000
ray Id:10,Intensity = 0.000000
ray Id:11,Intensity = 0.000000
ray Id:12,Intensity = 0.000000
ray Id:13,Intensity = 0.000000
ray Id:14,Intensity = 0.000000
ray Id:15,Intensity = 0.000000
ray Id:16,Intensity = 0.000000
ray Id:17,Intensity = 0.000000
ray Id:18,Intensity = 0.000000
ray Id:19,Intensity = 0.000000
ray Id:20,Intensity = 0.000000
ray Id:21,Intensity = 0.000000
ray Id:22,Intensity = 0.000000
ray Id:23,Intensity = 0.000000
ray Id:24,Intensity = 0.000000
ray Id:25,Intensity = 0.000000
ray Id:26,Intensity = 0.000000
ray Id:27,Intensity = 0.000000
ray Id:28,Intensity = 0.000000
ray Id:29,Intensity = 0.000000
ray Id:30,Intensity = 0.000000
ray Id:31,Intensity = 0.000000
ray Id:32,Intensity = 0.000000
ray Id:33,Intensity = 0.000000
ray Id:34,Intensity = 0.000000
ray Id:35,Intensity = 0.000000
ray Id:36,Intensity = 0.000000
ray Id:37,Intensity = 0.000000
ray Id:38,Intensity = 0.000000
ray Id:39,Intensity = 0.000000
ray Id:40,Intensity = 0.000000
ray Id:41,Intensity = 0.000000
ray Id:42,Intensity = 0.000000
ray Id:43,Intensity = 0.000000
ray Id:44,Intensity = 0.000000
ray Id:45,Intensity = 0.000000
ray Id:46,Intensity = 0.000000
ray Id:47,Intensity = 0.000000
ray Id:48,Intensity = 0.000000
ray Id:49,Intensity = 0.000000
ray Id:50,Intensity = 0.000000
ray Id:51,Intensity = 0.000000
ray Id:52,Intensity = 0.000000
ray Id:53,Intensity = 0.000000
ray Id:54,Intensity = 0.000000
ray Id:55,Intensity = 0.000000
ray Id:56,Intensity = 0.000000
ray Id:57,Intensity = 0.000000
ray Id:58,Intensity = 0.000000
ray Id:59,Intensity = 0.000000
ray Id:60,Intensity = 0.000000
ray Id:61,Intensity = 0.000000
ray Id:62,Intensity = 0.000000
ray Id:63,Intensity = 0.000000

Face ID: 98
ray Id:0,Intensity = 0.000000
ray Id:1,Intensity = 0.000000
ray Id:2,Intensity = 0.000000
ray Id:3,Intensity = 0.000000
ray Id:4,Intensity = 0.000000
ray Id:5,Intensity = 0.000000
ray Id:6,Intensity = 0.000000
ray Id:7,Intensity = 0.000000
ray Id:8,Intensity = 0.000000
ray Id:9,Intensity = 0.000000
ray Id:10,Intensity = 0.000000
ray Id:11,Intensity = 0.000000
ray Id:12,Intensity = 0.000000
ray Id:13,Intensity = 0.000000
ray Id:14,Intensity = 0.000000
ray Id:15,Intensity = 0.000000
ray Id:16,Intensity = 0.000000
ray Id:17,Intensity = 0.000000
ray Id:18,Intensity = 0.000000
ray Id:19,Intensity = 0.000000
ray Id:20,Intensity = 0.000000
ray Id:21,Intensity = 0.000000
ray Id:22,Intensity = 0.000000
ray Id:23,Intensity = 0.000000
ray Id:24,Intensity = 0.000000
ray Id:25,Intensity = 0.000000
ray Id:26,Intensity = 0.000000
ray Id:27,Intensity = 0.000000
ray Id:28,Intensity = 0.000000
ray Id:29,Intensity = 0.000000
ray Id:30,Intensity = 0.000000
ray Id:31,Intensity = 0.000000
ray Id:32,Intensity = 0.000000
ray Id:33,Intensity = 0.000000
ray Id:34,Intensity = 0.000000
ray Id:35,Intensity = 0.000000
ray Id:36,Intensity = 0.000000
ray Id:37,Intensity = 0.000000
ray Id:38,Intensity = 0.000000
ray Id:39,Intensity = 0.000000
ray Id:40,Intensity = 0.000000
ray Id:41,Intensity = 0.000000
ray Id:42,Intensity = 0.000000
ray Id:43,Intensity = 0.000000
ray Id:44,Intensity = 0.000000
ray Id:45,Intensity = 0.000000
ray Id:46,Intensity = 0.000000
ray Id:47,Intensity = 0.000000
ray Id:48,Intensity = 0.000000
ray Id:49,Intensity = 0.000000
ray Id:50,Intensity = 0.000000
ray Id:51,Intensity = 0.000000
ray Id:52,Intensity = 0.000000
ray Id:53,Intensity = 0.000000
ray Id:54,Intensity = 0.000000
ray Id:55,Intensity = 0.000000
ray Id:56,Intensity = 0.000000
ray Id:57,Intensity = 0.000000
ray Id:58,Intensity = 0.000000
ray Id:59,Intensity = 0.000000
ray Id:60,Intensity = 0.000000
ray Id:61,Intensity = 0.000000
ray Id:62,Intensity = 0.000000
ray Id:63,Intensity = 0.000000

Face ID: 99
ray Id:0,Intensity = 0.000000
ray Id:1,Intensity = 0.000000
ray Id:2,Intensity = 0.000000
ray Id:3,Intensity = 0.000000
ray Id:4,Intensity = 0.000000
ray Id:5,Intensity = 0.000000
ray Id:6,Intensity = 0.000000
ray Id:7,Intensity = 0.000000
ray Id:8,Intensity = 0.000000
ray Id:9,Intensity = 0.000000
ray Id:10,Intensity = 0.000000
ray Id:11,Intensity = 0.000000
ray Id:12,Intensity = 0.000000
ray Id:13,Intensity = 0.000000
ray Id:14,Intensity = 0.000000
ray Id:15,Intensity = 0.000000
ray Id:16,Intensity = 0.000000
ray Id:17,Intensity = 0.000000
ray Id:18,Intensity = 0.000000
ray Id:19,Intensity = 0.000000
ray Id:20,Intensity = 0.000000
ray Id:21,Intensity = 0.000000
ray Id:22,Intensity = 0.000000
ray Id:23,Intensity = 0.000000
ray Id:24,Intensity = 0.000000
ray Id:25,Intensity = 0.000000
ray Id:26,Intensity = 0.000000
ray Id:27,Intensity = 0.000000
ray Id:28,Intensity = 0.000000
ray Id:29,Intensity = 0.000000
ray Id:30,Intensity = 0.000000
ray Id:31,Intensity = 0.000000
ray Id:32,Intensity = 0.000000
ray Id:33,Intensity = 0.000000
ray Id:34,Intensity = 0.000000
ray Id:35,Intensity = 0.000000
ray Id:36,Intensity = 0.000000
ray Id:37,Intensity = 0.000000
ray Id:38,Intensity = 0.000000
ray Id:39,Intensity = 0.000000
ray Id:40,Intensity = 0.000000
ray Id:41,Intensity = 0.000000
ray Id:42,Intensity = 0.000000
ray Id:43,Intensity = 0.000000
ray Id:44,Intensity = 0.000000
ray Id:45,Intensity = 0.000000
ray Id:46,Intensity = 0.000000
ray Id:47,Intensity = 0.000000
ray Id:48,Intensity = 0.000000
ray Id:49,Intensity = 0.000000
ray Id:50,Intensity = 0.000000
ray Id:51,Intensity = 0.000000
ray Id:52,Intensity = 0.000000
ray Id:53,Intensity = 0.000000
ray Id:54,Intensity = 0.000000
ray Id:55,Intensity = 0.000000
ray Id:56,Intensity = 0.000000
ray Id:57,Intensity = 0.000000
ray Id:58,Intensity = 0.000000
ray Id:59,Intensity = 0.000000
ray Id:60,Intensity = 0.000000
ray Id:61,Intensity = 0.000000
ray Id:62,Intensity = 0.000000
ray Id:63,Intensity = 0.000000

Face ID: 109
ray Id:0,Intensity = 0.000000
ray Id:1,Intensity = 0.000000
ray Id:2,Intensity = 0.000000
ray Id:3,Intensity = 0.000000
ray Id:4,Intensity = 0.000000
ray Id:5,Intensity = 0.000000
ray Id:6,Intensity = 0.000000
ray Id:7,Intensity = 0.000000
ray Id:8,Intensity = 0.000000
ray Id:9,Intensity = 0.000000
ray Id:10,Intensity = 0.000000
ray Id:11,Intensity = 0.000000
ray Id:12,Intensity = 0.000000
ray Id:13,Intensity = 0.000000
ray Id:14,Intensity = 0.000000
ray Id:15,Intensity = 0.000000
ray Id:16,Intensity = 0.000000
ray Id:17,Intensity = 0.000000
ray Id:18,Intensity = 0.000000
ray Id:19,Intensity = 0.000000
ray Id:20,Intensity = 0.000000
ray Id:21,Intensity = 0.000000
ray Id:22,Intensity = 0.000000
ray Id:23,Intensity = 0.000000
ray Id:24,Intensity = 0.000000
ray Id:25,Intensity = 0.000000
ray Id:26,Intensity = 0.000000
ray Id:27,Intensity = 0.000000
ray Id:28,Intensity = 0.000000
ray Id:29,Intensity = 0.000000
ray Id:30,Intensity = 0.000000
ray Id:31,Intensity = 0.000000
ray Id:32,Intensity = 0.000000
ray Id:33,Intensity = 0.000000
ray Id:34,Intensity = 0.000000
ray Id:35,Intensity = 0.000000
ray Id:36,Intensity = 0.000000
ray Id:37,Intensity = 0.000000
ray Id:38,Intensity = 0.000000
ray Id:39,Intensity = 0.000000
ray Id:40,Intensity = 0.000000
ray Id:41,Intensity = 0.000000
ray Id:42,Intensity = 0.000000
ray Id:43,Intensity = 0.000000
ray Id:44,Intensity = 0.000000
ray Id:45,Intensity = 0.000000
ray Id:46,Intensity = 0.000000
ray Id:47,Intensity = 0.000000
ray Id:48,Intensity = 0.000000
ray Id:49,Intensity = 0.000000
ray Id:50,Intensity = 0.000000
ray Id:51,Intensity = 0.000000
ray Id:52,Intensity = 0.000000
ray Id:53,Intensity = 0.000000
ray Id:54,Intensity = 0.000000
ray Id:55,Intensity = 0.000000
ray Id:56,Intensity = 0.000000
ray Id:57,Intensity = 0.000000
ray Id:58,Intensity = 0.000000
ray Id:59,Intensity = 0.000000
ray Id:60,Intensity = 0.000000
ray Id:61,Intensity = 0.000000
ray Id:62,Intensity = 0.000000
ray Id:63,Intensity = 0.000000

Face ID: 110
ray Id:0,Intensity = 0.000000
ray Id:1,Intensity = 0.000000
ray Id:2,Intensity = 0.000000
ray Id:3,Intensity = 0.000000
ray Id:4,Intensity = 0.000000
ray Id:5,Intensity = 0.000000
ray Id:6,Intensity = 0.000000
ray Id:7,Intensity = 0.000000
ray Id:8,Intensity = 0.000000
ray Id:9,Intensity = 0.000000
ray Id:10,Intensity = 0.000000
ray Id:11,Intensity = 0.000000
ray Id:12,Intensity = 0.000000
ray Id:13,Intensity = 0.000000
ray Id:14,Intensity = 0.000000
ray Id:15,Intensity = 0.000000
ray Id:16,Intensity = 0.000000
ray Id:17,Intensity = 0.000000
ray Id:18,Intensity = 0.000000
ray Id:19,Intensity = 0.000000
ray Id:20,Intensity = 0.000000
ray Id:21,Intensity = 0.000000
ray Id:22,Intensity = 0.000000
ray Id:23,Intensity = 0.000000
ray Id:24,Intensity = 0.000000
ray Id:25,Intensity = 0.000000
ray Id:26,Intensity = 0.000000
ray Id:27,Intensity = 0.000000
ray Id:28,Intensity = 0.000000
ray Id:29,Intensity = 0.000000
ray Id:30,Intensity = 0.000000
ray Id:31,Intensity = 0.000000
ray Id:32,Intensity = 0.000000
ray Id:33,Intensity = 0.000000
ray Id:34,Intensity = 0.000000
ray Id:35,Intensity = 0.000000
ray Id:36,Intensity = 0.000000
ray Id:37,Intensity = 0.000000
ray Id:38,Intensity = 0.000000
ray Id:39,Intensity = 0.000000
ray Id:40,Intensity = 0.000000
ray Id:41,Intensity = 0.000000
ray Id:42,Intensity = 0.000000
ray Id:43,Intensity = 0.000000
ray Id:44,Intensity = 0.000000
ray Id:45,Intensity = 0.000000
ray Id:46,Intensity = 0.000000
ray Id:47,Intensity = 0.000000
ray Id:48,Intensity = 0.000000
ray Id:49,Intensity = 0.000000
ray Id:50,Intensity = 0.000000
ray Id:51,Intensity = 0.000000
ray Id:52,Intensity = 0.000000
ray Id:53,Intensity = 0.000000
ray Id:54,Intensity = 0.000000
ray Id:55,Intensity = 0.000000
ray Id:56,Intensity = 0.000000
ray Id:57,Intensity = 0.000000
ray Id:58,Intensity = 0.000000
ray Id:59,Intensity = 0.000000
ray Id:60,Intensity = 0.000000
ray Id:61,Intensity = 0.000000
ray Id:62,Intensity = 0.000000
ray Id:63,Intensity = 0.000000

Face ID: 120
ray Id:0,Intensity = 0.000000
ray Id:1,Intensity = 0.000000
ray Id:2,Intensity = 0.000000
ray Id:3,Intensity = 0.000000
ray Id:4,Intensity = 0.000000
ray Id:5,Intensity = 0.000000
ray Id:6,Intensity = 0.000000
ray Id:7,Intensity = 0.000000
ray Id:8,Intensity = 0.000000
ray Id:9,Intensity = 0.000000
ray Id:10,Intensity = 0.000000
ray Id:11,Intensity = 0.000000
ray Id:12,Intensity = 0.000000
ray Id:13,Intensity = 0.000000
ray Id:14,Intensity = 0.000000
ray Id:15,Intensity = 0.000000
ray Id:16,Intensity = 0.000000
ray Id:17,Intensity = 0.000000
ray Id:18,Intensity = 0.000000
ray Id:19,Intensity = 0.000000
ray Id:20,Intensity = 0.000000
ray Id:21,Intensity = 0.000000
ray Id:22,Intensity = 0.000000
ray Id:23,Intensity = 0.000000
ray Id:24,Intensity = 0.000000
ray Id:25,Intensity = 0.000000
ray Id:26,Intensity = 0.000000
ray Id:27,Intensity = 0.000000
ray Id:28,Intensity = 0.000000
ray Id:29,Intensity = 0.000000
ray Id:30,Intensity = 0.000000
ray Id:31,Intensity = 0.000000
ray Id:32,Intensity = 0.000000
ray Id:33,Intensity = 0.000000
ray Id:34,Intensity = 0.000000
ray Id:35,Intensity = 0.000000
ray Id:36,Intensity = 0.000000
ray Id:37,Intensity = 0.000000
ray Id:38,Intensity = 0.000000
ray Id:39,Intensity = 0.000000
ray Id:40,Intensity = 0.000000
ray Id:41,Intensity = 0.000000
ray Id:42,Intensity = 0.000000
ray Id:43,Intensity = 0.000000
ray Id:44,Intensity = 0.000000
ray Id:45,Intensity = 0.000000
ray Id:46,Intensity = 0.000000
ray Id:47,Intensity = 0.000000
ray Id:48,Intensity = 0.000000
ray Id:49,Intensity = 0.000000
ray Id:50,Intensity = 0.000000
ray Id:51,Intensity = 0.000000
ray Id:52,Intensity = 0.000000
ray Id:53,Intensity = 0.000000
ray Id:54,Intensity = 0.000000
ray Id:55,Intensity = 0.000000
ray Id:56,Intensity = 0.000000
ray Id:57,Intensity = 0.000000
ray Id:58,Intensity = 0.000000
ray Id:59,Intensity = 0.000000
ray Id:60,Intensity = 0.000000
ray Id:61,Intensity = 0.000000
ray Id:62,Intensity = 0.000000
ray Id:63,Intensity = 0.000000

Face ID: 121
ray Id:0,Intensity = 0.000000
ray Id:1,Intensity = 0.000000
ray Id:2,Intensity = 0.000000
ray Id:3,Intensity = 0.000000
ray Id:4,Intensity = 0.000000
ray Id:5,Intensity = 0.000000
ray Id:6,Intensity = 0.000000
ray Id:7,Intensity = 0.000000
ray Id:8,Intensity = 0.000000
ray Id:9,Intensity = 0.000000
ray Id:10,Intensity = 0.000000
ray Id:11,Intensity = 0.000000
ray Id:12,Intensity = 0.000000
ray Id:13,Intensity = 0.000000
ray Id:14,Intensity = 0.000000
ray Id:15,Intensity = 0.000000
ray Id:16,Intensity = 0.000000
ray Id:17,Intensity = 0.000000
ray Id:18,Intensity = 0.000000
ray Id:19,Intensity = 0.000000
ray Id:20,Intensity = 0.000000
ray Id:21,Intensity = 0.000000
ray Id:22,Intensity = 0.000000
ray Id:23,Intensity = 0.000000
ray Id:24,Intensity = 0.000000
ray Id:25,Intensity = 0.000000
ray Id:26,Intensity = 0.000000
ray Id:27,Intensity = 0.000000
ray Id:28,Intensity = 0.000000
ray Id:29,Intensity = 0.000000
ray Id:30,Intensity = 0.000000
ray Id:31,Intensity = 0.000000
ray Id:32,Intensity = 0.000000
ray Id:33,Intensity = 0.000000
ray Id:34,Intensity = 0.000000
ray Id:35,Intensity = 0.000000
ray Id:36,Intensity = 0.000000
ray Id:37,Intensity = 0.000000
ray Id:38,Intensity = 0.000000
ray Id:39,Intensity = 0.000000
ray Id:40,Intensity = 0.000000
ray Id:41,Intensity = 0.000000
ray Id:42,Intensity = 0.000000
ray Id:43,Intensity = 0.000000
ray Id:44,Intensity = 0.000000
ray Id:45,Intensity = 0.000000
ray Id:46,Intensity = 0.000000
ray Id:47,Intensity = 0.000000
ray Id:48,Intensity = 0.000000
ray Id:49,Intensity = 0.000000
ray Id:50,Intensity = 0.000000
ray Id:51,Intensity = 0.000000
ray Id:52,Intensity = 0.000000
ray Id:53,Intensity = 0.000000
ray Id:54,Intensity = 0.000000
ray Id:55,Intensity = 0.000000
ray Id:56,Intensity = 0.000000
ray Id:57,Intensity = 0.000000
ray Id:58,Intensity = 0.000000
ray Id:59,Intensity = 0.000000
ray Id:60,Intensity = 0.000000
ray Id:61,Intensity = 0.000000
ray Id:62,Intensity = 0.000000
ray Id:63,Intensity = 0.000000

Face ID: 131
ray Id:0,Intensity = 0.000000
ray Id:1,Intensity = 0.000000
ray Id:2,Intensity = 0.000000
ray Id:3,Intensity = 0.000000
ray Id:4,Intensity = 0.000000
ray Id:5,Intensity = 0.000000
ray Id:6,Intensity = 0.000000
ray Id:7,Intensity = 0.000000
ray Id:8,Intensity = 0.000000
ray Id:9,Intensity = 0.000000
ray Id:10,Intensity = 0.000000
ray Id:11,Intensity = 0.000000
ray Id:12,Intensity = 0.000000
ray Id:13,Intensity = 0.000000
ray Id:14,Intensity = 0.000000
ray Id:15,Intensity = 0.000000
ray Id:16,Intensity = 0.000000
ray Id:17,Intensity = 0.000000
ray Id:18,Intensity = 0.000000
ray Id:19,Intensity = 0.000000
ray Id:20,Intensity = 0.000000
ray Id:21,Intensity = 0.000000
ray Id:22,Intensity = 0.000000
ray Id:23,Intensity = 0.000000
ray Id:24,Intensity = 0.000000
ray Id:25,Intensity = 0.000000
ray Id:26,Intensity = 0.000000
ray Id:27,Intensity = 0.000000
ray Id:28,Intensity = 0.000000
ray Id:29,Intensity = 0.000000
ray Id:30,Intensity = 0.000000
ray Id:31,Intensity = 0.000000
ray Id:32,Intensity = 0.000000
ray Id:33,Intensity = 0.000000
ray Id:34,Intensity = 0.000000
ray Id:35,Intensity = 0.000000
ray Id:36,Intensity = 0.000000
ray Id:37,Intensity = 0.000000
ray Id:38,Intensity = 0.000000
ray Id:39,Intensity = 0.000000
ray Id:40,Intensity = 0.000000
ray Id:41,Intensity = 0.000000
ray Id:42,Intensity = 0.000000
ray Id:43,Intensity = 0.000000
ray Id:44,Intensity = 0.000000
ray Id:45,Intensity = 0.000000
ray Id:46,Intensity = 0.000000
ray Id:47,Intensity = 0.000000
ray Id:48,Intensity = 0.000000
ray Id:49,Intensity = 0.000000
ray Id:50,Intensity = 0.000000
ray Id:51,Intensity = 0.000000
ray Id:52,Intensity = 0.000000
ray Id:53,Intensity = 0.000000
ray Id:54,Intensity = 0.000000
ray Id:55,Intensity = 0.000000
ray Id:56,Intensity = 0.000000
ray Id:57,Intensity = 0.000000
ray Id:58,Intensity = 0.000000
ray Id:59,Intensity = 0.000000
ray Id:60,Intensity = 0.000000
ray Id:61,Intensity = 0.000000
ray Id:62,Intensity = 0.000000
ray Id:63,Intensity = 0.000000

Face ID: 132
ray Id:0,Intensity = 0.000000
ray Id:1,Intensity = 0.000000
ray Id:2,Intensity = 0.000000
ray Id:3,Intensity = 0.000000
ray Id:4,Intensity = 0.000000
